pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2024-09-03,90.9,-1.83,5.54,"Iglesias, Raisel",453568,628452,,ball,,,,,13,"Charlie Blackmon grounds out, second baseman Luke Williams to first baseman Matt Olson.",R,L,R,ATL,COL,B,,,0,1,2024,-1.45,0.3,-0.28,1.03,,,,0,9,Top,,,,,,,6.95229992522291,-132.13441434640242,-5.972300902843525,-18.46194338579502,29.235611410674924,-27.554801768804392,3.42,1.62,,,,90.3,2172,6.1,747079,669221,621566,663897,570482,606115,642201,671739,657656,54.44,,,,,,,,67,2,Changeup,3,0,0,3,0,3,0,3,Standard,Standard,245,0.0,0.025,,,,-0.025,,3,-3,0.969,0.031,34,37,34,38,1,0,2,3,1,1,2.47,1.45,-1.45,27.0,,,,,
SL,2024-09-03,82.0,-1.6,5.81,"Iglesias, Raisel",453568,628452,,called_strike,,,,,8,"Charlie Blackmon grounds out, second baseman Luke Williams to first baseman Matt Olson.",R,L,R,ATL,COL,S,,,0,0,2024,1.13,0.35,0.05,2.03,,,,0,9,Top,,,,,,,1.5374590394000722,-119.50512670200052,-2.701665740063998,10.595777823591368,21.78623483834173,-28.48664081184144,3.4,1.58,,,,81.6,2650,5.8,747079,669221,621566,663897,570482,606115,642201,671739,657656,54.67,,,,,,,,67,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,68,0.0,-0.037,,,,0.037,,3,-3,0.969,0.031,34,37,34,38,1,0,2,3,1,1,3.01,-1.13,1.13,36.6,,,,,
SI,2024-09-03,95.5,-2.82,4.43,"Lawrence, Justin",663897,664875,field_out,hit_into_play,,,,,2,"Luke Williams grounds out, shortstop Ezequiel Tovar to first baseman Michael Toglia.",R,R,R,ATL,COL,X,6,ground_ball,3,2,2024,-1.21,0.28,0.18,2.92,657656,606115,,2,8,Bot,107.94,156.67,,,,,10.741655180002423,-138.7102740349182,1.0428081522053958,-18.01927161244525,29.67396455036664,-29.0143704838958,3.26,1.55,4,88.7,-37,96.6,2290,6.9,747079,607732,669911,663898,668845,678662,687597,686668,696100,53.58,0.054,0.066,0.0,1,0,0,2,66,6,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,251,-0.007,-0.274,,,0.054,0.274,88.7,3,3,0.976,0.976,29,27,30,28,1,0,2,2,7,1,2.22,1.21,1.21,-3.4,,,,,
SI,2024-09-03,94.3,-2.82,4.26,"Lawrence, Justin",663897,664875,,called_strike,,,,,8,"Luke Williams grounds out, shortstop Ezequiel Tovar to first baseman Michael Toglia.",R,R,R,ATL,COL,S,,,3,1,2024,-1.01,0.0,-0.06,1.95,657656,606115,,2,8,Bot,,,,,,,9.445845507939756,-137.16797357949957,-0.3693092436593752,-14.728643841956789,26.738887179333936,-32.24072407913877,3.17,1.58,,,,95.1,2270,6.5,747079,607732,669911,663898,668845,678662,687597,686668,696100,53.99,,,,,,,,66,5,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,251,0.0,-0.061,,,,0.061,,3,3,0.976,0.976,29,27,30,28,1,0,2,2,7,1,2.54,1.01,1.01,-2.7,,,,,
SI,2024-09-03,95.2,-2.87,4.24,"Lawrence, Justin",663897,664875,,ball,,,,,14,"Luke Williams grounds out, shortstop Ezequiel Tovar to first baseman Michael Toglia.",R,R,R,ATL,COL,B,,,2,1,2024,-1.14,0.26,1.07,2.23,657656,606115,,2,8,Bot,,,,,,,12.858981266404424,-138.18304576756032,-0.228944208293063,-17.33310046914449,28.69651494669397,-28.94358302885333,3.26,1.55,,,,95.3,2217,6.3,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.19,,,,,,,,66,4,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,251,0.0,0.047,,,,-0.047,,3,3,0.976,0.976,29,27,30,28,1,0,2,2,7,1,2.25,1.14,1.14,-6.7,,,,,
SI,2024-09-03,95.4,-2.88,4.38,"Lawrence, Justin",663897,664875,,called_strike,,,,,4,"Luke Williams grounds out, shortstop Ezequiel Tovar to first baseman Michael Toglia.",R,R,R,ATL,COL,S,,,2,0,2024,-1.01,0.03,-0.49,2.59,657656,606115,,2,8,Bot,,,,,,,8.578275838272454,-138.7263362317869,0.8188926998589343,-14.920618272676244,28.25089645260412,-32.11766500775485,3.26,1.6,,,,96.0,2248,6.5,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.04,,,,,,,,66,3,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,246,0.0,-0.028,,,,0.028,,3,3,0.976,0.976,29,27,30,28,1,0,2,2,7,1,2.46,1.01,1.01,-3.3,,,,,
SI,2024-09-03,94.4,-2.85,4.23,"Lawrence, Justin",663897,664875,,ball,,,,,14,"Luke Williams grounds out, shortstop Ezequiel Tovar to first baseman Michael Toglia.",R,R,R,ATL,COL,B,,,1,0,2024,-0.91,-0.17,1.58,1.91,,657656,606115,2,8,Bot,,,,,,,13.530843025799117,-136.91566268706347,0.023277457896109,-14.322617461155888,27.71298980942224,-34.508621859962645,3.26,1.62,,,,94.5,2300,6.4,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.14,,,,,,,,66,2,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,253,0.002,0.044,,,,-0.044,,3,3,0.974,0.974,29,27,30,28,1,0,2,2,7,1,2.72,0.91,0.91,-5.3,,,,,
ST,2024-09-03,81.4,-2.93,4.45,"Lawrence, Justin",663897,664875,,ball,,,,,14,"Luke Williams grounds out, shortstop Ezequiel Tovar to first baseman Michael Toglia.",R,R,R,ATL,COL,B,,,0,0,2024,1.03,0.17,0.49,1.34,,657656,606115,2,8,Bot,,,,,,,5.688510110770023,-118.57539689657708,-0.7738813675719824,8.791300192523549,21.08980608065724,-30.620105797108167,3.14,1.49,,,,81.4,2888,6.0,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.45,,,,,,,,66,1,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,73,0.0,0.026,,,,-0.026,,3,3,0.974,0.974,29,27,30,28,1,0,2,2,7,1,3.24,-1.03,-1.03,2.2,,,,,
SI,2024-09-03,94.4,-2.71,4.27,"Lawrence, Justin",606115,664875,walk,ball,,,,,14,Orlando Arcia walks. Ramón Laureano to 2nd.,R,R,R,ATL,COL,B,,,3,1,2024,-0.82,-0.16,1.3,1.86,,,657656,2,8,Bot,,,,,,,12.303116064080628,-137.02944484452854,-0.2333529063910094,-12.924842511191672,27.387630817570976,-34.422108712002625,3.35,1.65,,,,95.1,2276,6.6,747079,607732,669911,663898,668845,678662,687597,686668,696100,53.9,,0.689131,0.7,1,0,0,,65,5,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,252,0.002,0.152,,,,-0.152,,3,3,0.972,0.972,29,29,30,30,1,3,2,2,7,1,2.71,0.82,0.82,-6.1,,,,,
ST,2024-09-03,80.8,-3.14,4.25,"Lawrence, Justin",606115,664875,,ball,,,,,13,Orlando Arcia walks. Ramón Laureano to 2nd.,R,R,R,ATL,COL,B,,,2,1,2024,1.38,0.3,-1.81,2.4,,,657656,2,8,Bot,,,,,,,0.3245565347013848,-117.71632432173293,1.9422614047236524,12.759153365806174,22.291446507524547,-30.006010366323608,3.37,1.6,,,,80.9,3001,6.3,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.23,,,,,,,,65,4,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,75,0.0,0.078,,,,-0.078,,3,3,0.972,0.972,29,29,30,30,1,3,2,2,7,1,3.19,-1.38,-1.38,-1.1,,,,,
SI,2024-09-03,93.6,-2.86,4.17,"Lawrence, Justin",606115,664875,,ball,,,,,12,Orlando Arcia walks. Ramón Laureano to 2nd.,R,R,R,ATL,COL,B,,,1,1,2024,-0.9,0.25,1.14,3.21,,,657656,2,8,Bot,,,,,,,12.297642363720213,-135.80461608634565,2.710300970730091,-13.57541555997128,26.0216237793986,-29.866474987861523,3.51,1.72,,,,94.1,2231,6.4,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.06,,,,,,,,65,3,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,253,0.0,0.05,,,,-0.05,,3,3,0.972,0.972,29,29,30,30,1,3,2,2,7,1,2.34,0.9,0.9,-5.4,,,,,
SI,2024-09-03,93.7,-2.86,4.11,"Lawrence, Justin",606115,664875,,foul_tip,,,,,5,Orlando Arcia walks. Ramón Laureano to 2nd.,R,R,R,ATL,COL,S,,,1,0,2024,-0.93,0.03,0.12,2.28,,,657656,2,8,Bot,,,,,,,9.750467979887173,-136.25819210280355,0.8853093102690952,-13.564694759941016,26.55939708384098,-32.128716329383,3.37,1.58,,,,94.2,2243,6.4,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.14,,,,,,,,65,2,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,251,0.0,-0.048,70.5,7.3,,0.048,,3,3,0.972,0.972,29,29,30,30,1,3,2,2,7,1,2.54,0.93,0.93,-8.0,-4.734031344787146,22.43507919925863,28.830343685888643,38.88685499642935,11.67015082213042
SI,2024-09-03,94.0,-2.78,4.32,"Lawrence, Justin",606115,664875,,ball,,,,,14,Orlando Arcia walks. Ramón Laureano to 2nd.,R,R,R,ATL,COL,B,,,0,0,2024,-0.86,-0.05,1.49,2.5,,,657656,2,8,Bot,,,,,,,12.960057116317996,-136.3029213214096,1.1249054794528095,-13.392346052614055,27.750901714332496,-33.31535548788336,3.53,1.81,,,,94.3,2263,6.5,747079,607732,669911,663898,668845,678662,687597,686668,696100,53.99,,,,,,,,65,1,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,247,0.0,0.034,,,,-0.034,,3,3,0.972,0.972,29,29,30,30,1,3,2,2,7,1,2.64,0.86,0.86,-4.1,,,,,
SI,2024-09-03,94.1,-2.93,4.35,"Lawrence, Justin",657656,664875,walk,ball,,,,,12,Ramón Laureano walks.,R,R,R,ATL,COL,B,,,3,2,2024,-0.8,0.07,2.04,2.92,,,,2,8,Bot,,,,,,,14.56786014617534,-136.36680014486473,1.7822131070036833,-12.745747268652243,24.672588800141373,-31.822322696649906,3.31,1.57,,,,94.2,2331,6.2,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.3,,0.689131,0.7,1,0,0,,64,7,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,246,0.002,0.267,,,,-0.267,,3,3,0.97,0.97,29,29,30,30,1,3,2,2,7,2,2.49,0.8,0.8,-2.3,,,,,
SI,2024-09-03,95.8,-2.6,4.45,"Lawrence, Justin",657656,664875,,ball,,,,,14,Ramón Laureano walks.,R,R,R,ATL,COL,B,,,2,2,2024,-1.23,-0.04,1.43,1.77,,,,2,8,Bot,,,,,,,13.567517053498024,-138.98911132600713,-1.384145794713048,-18.928450036633357,29.160023313362863,-32.64684963278715,3.31,1.57,,,,97.0,2372,7.0,747079,607732,669911,663898,668845,678662,687597,686668,696100,53.53,,,,,,,,64,6,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,243,0.0,0.106,,,,-0.106,,3,3,0.97,0.97,29,29,30,30,1,3,2,2,7,2,2.53,1.23,1.23,-1.2,,,,,
ST,2024-09-03,82.2,-2.93,4.53,"Lawrence, Justin",657656,664875,,ball,,,,,14,Ramón Laureano walks.,R,R,R,ATL,COL,B,,,1,2,2024,1.78,-0.09,2.51,1.61,,,,2,8,Bot,,,,,,,8.819157940179146,-119.3155658014423,0.221590023216025,14.876025769050123,26.650318574531973,-33.31729617062971,3.31,1.55,,,,81.3,3053,6.2,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.32,,,,,,,,64,5,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,65,0.0,0.039,,,,-0.039,,3,3,0.97,0.97,29,29,30,30,1,3,2,2,7,2,3.52,-1.78,-1.78,4.8,,,,,
ST,2024-09-03,82.6,-2.8,4.53,"Lawrence, Justin",657656,664875,,foul,,,,,9,Ramón Laureano walks.,R,R,R,ATL,COL,S,,,1,2,2024,1.53,0.02,0.71,1.87,,,,2,8,Bot,,,,,,,5.079816223229426,-120.15853706814931,0.5217494970378227,13.60278013003578,26.17770765692513,-32.35548840407913,3.34,1.57,2,59.8,-40,83.3,3143,7.1,747079,607732,669911,663898,668845,678662,687597,686668,696100,53.44,,,,,,,,64,4,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,69,0.0,0.0,70.9,7.3,,0.0,88.0,3,3,0.97,0.97,29,29,30,30,1,3,2,2,7,2,3.36,-1.53,-1.53,2.1,13.006408672843422,-7.428868033112637,37.92580256287202,43.99294817995269,38.4611526169805
ST,2024-09-03,82.1,-2.83,4.55,"Lawrence, Justin",657656,664875,,ball,,,,,14,Ramón Laureano walks.,R,R,R,ATL,COL,B,,,0,2,2024,1.63,0.0,2.57,1.04,,,,2,8,Bot,,,,,,,9.087649212429971,-119.180404297103,-1.279877081264354,13.399041639567258,25.753649518223533,-32.10594521808212,3.37,1.57,,,,81.9,3085,6.6,747079,607732,669911,663898,668845,678662,687597,686668,696100,53.93,,,,,,,,64,3,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,62,0.0,0.023,,,,-0.023,,3,3,0.97,0.97,29,29,30,30,1,3,2,2,7,2,3.43,-1.63,-1.63,0.6,,,,,
SI,2024-09-03,95.4,-2.76,4.55,"Lawrence, Justin",657656,664875,,foul,,,,,4,Ramón Laureano walks.,R,R,R,ATL,COL,S,,,0,1,2024,-1.12,0.06,-0.55,2.47,,,,2,8,Bot,,,,,,,8.302165674868611,-138.78538942463138,-0.0110684699149219,-16.288452436165144,28.928209131934537,-31.560440429858897,3.34,1.57,223,69.3,38,95.4,2360,6.1,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.35,,,,,,,,64,2,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,248,0.0,-0.058,74.3,6.7,,0.058,88.0,3,3,0.97,0.97,29,29,30,30,1,3,2,2,7,2,2.43,1.12,1.12,-1.9,8.712215009778754,-3.0312348726359253,40.79907323605693,28.08258437719271,28.412034910149224
SI,2024-09-03,95.3,-2.76,4.46,"Lawrence, Justin",657656,664875,,foul,,,,,5,Ramón Laureano walks.,R,R,R,ATL,COL,S,,,0,0,2024,-0.8,0.07,-0.08,2.23,,,,2,8,Bot,,,,,,,8.874576906962377,-138.63840324215116,-0.4215250622381022,-12.232897740685535,27.956160861555933,-31.370930124323845,3.34,1.57,216,76.4,38,95.9,2410,6.4,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.06,,,,,,,,64,1,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,251,0.0,-0.041,66.5,6.9,,0.041,88.0,3,3,0.97,0.97,29,29,30,30,1,3,2,2,7,2,2.42,0.8,0.8,-5.2,9.243949341584278,2.092292907389354,42.20833297029698,34.99652157266378,25.5331756106643
SI,2024-09-03,94.1,-2.66,4.38,"Lawrence, Justin",669221,664875,field_out,hit_into_play,,,,,4,Sean Murphy lines out to third baseman Aaron Schunk.,R,R,R,ATL,COL,X,5,line_drive,3,2,2024,-1.15,-0.09,-0.61,2.43,,,,1,8,Bot,87.73,157.62,,,,,7.904716505569225,-136.8550909353333,0.8661944419150089,-16.12416546946142,29.599034087963016,-33.69580739289846,3.5,1.62,144,83.0,10,94.5,2341,6.5,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.0,0.506,0.459,0.0,1,0,0,4,63,7,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,249,-0.002,-0.332,75.1,7.8,0.544,0.332,88.0,3,3,0.972,0.972,29,29,30,30,1,3,2,4,7,2,2.66,1.15,1.15,-6.5,12.448694093486983,-7.985872978660189,32.637001176228445,30.92564595085816,30.817607688044948
ST,2024-09-03,81.0,-2.92,4.38,"Lawrence, Justin",669221,664875,,ball,,,,,13,Sean Murphy lines out to third baseman Aaron Schunk.,R,R,R,ATL,COL,B,,,2,2,2024,1.69,0.16,-0.92,1.73,,,,1,8,Bot,,,,,,,1.2500634866424924,-117.89110016575223,0.4609660297952409,15.375282997437887,24.74068434493868,-30.990307140599395,3.42,1.62,,,,80.5,3110,6.1,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.36,,,,,,,,63,6,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,73,0.0,0.108,,,,-0.108,,3,3,0.972,0.972,29,29,30,30,1,3,2,4,7,2,3.34,-1.69,-1.69,-1.9,,,,,
ST,2024-09-03,82.1,-3.06,4.25,"Lawrence, Justin",669221,664875,,ball,,,,,13,Sean Murphy lines out to third baseman Aaron Schunk.,R,R,R,ATL,COL,B,,,1,2,2024,1.45,0.23,-1.09,1.34,,,,1,8,Bot,,,,,,,1.6477897786379991,-119.62960818390764,-0.5158289772596445,13.597334599697032,23.312165604290485,-30.0389680505836,3.47,1.62,,,,81.7,3023,6.0,747079,607732,669911,663898,668845,678662,687597,686668,696100,54.53,,,,,,,,63,5,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,79,0.0,0.043,,,,-0.043,,3,3,0.972,0.972,29,29,30,30,1,3,2,4,7,2,3.14,-1.45,-1.45,-6.5,,,,,
